Device_id,Step,Computing,Communication(Not Overlapped),Overlapped,Communication,Free,Stage,Bubble,Communication(Not Overlapped and Exclude Receive),Preparing
0,5,1058.06,0,0,0,3558.56,4616.75,0,0,375.0
0,6,1048.7400000000002,0,0,0,3288.6799999999994,4337.5,0,0,329.5
0,7,1047.9999999999998,0,0,0,3580.2599999999998,4628.5,0,0,310.25
0,8,1046.1399999999999,0,0,0,3259.9000000000005,4306.0,0,0,345.75
0,9,1047.1800000000003,0,0,0,2723.7999999999993,3771.0,0,0,334.75
