Name,Size(KB),Allocation Time(us),Release Time(us),Active Release Time(us),Duration(us),Active Duration(us),Allocation Total Allocated(MB),Allocation Total Reserved(MB),Allocation Total Active(MB),Release Total Allocated(MB),Release Total Reserved(MB),Release Total Active(MB),Stream Ptr,Device Type
aten::div,4096.5,1773303881867536.940	,1773303881867637.410	,1773303881867635.850	,100.470	,98.910	,32.2421875,98.0,32.2421875,32.2421875,98.0,32.2421875,47,NPU:0
aten::div,4096.5,1773303881867572.940	,1773303881867633.080	,1773303881867630.430	,60.140	,57.490	,36.24267578125,98.0,36.24267578125,36.24267578125,98.0,36.24267578125,47,NPU:0
aten::mul,4096.5,1773303881867606.170	,1773303881867738.240	,1773303881867736.800	,132.070	,130.630	,40.2431640625,98.0,40.2431640625,28.2734375,98.0,28.2734375,47,NPU:0
aten::div,4096.5,1773303881867656.060	,1773303881868280.500	,1773303881868277.700	,624.440	,621.640	,32.2421875,98.0,32.2421875,16.1767578125,98.0,16.1767578125,47,NPU:0
aten::sum,32.5,1773303881867699.170	,1773303881867809.150	,1773303881867807.010	,109.980	,107.840	,32.27392578125,98.0,32.27392578125,20.208984375,98.0,20.208984375,47,NPU:0
aten::sum,1.5,1773303881867712.010	,1773303881867731.030	,1773303881867728.940	,19.020	,16.930	,32.275390625,98.0,32.275390625,32.27392578125,98.0,32.27392578125,47,NPU:0
aten::mul,32.5,1773303881867852.270	,1773303881868432.550	,1773303881868430.040	,580.280	,577.770	,20.24072265625,98.0,20.24072265625,16.1767578125,98.0,16.1767578125,47,NPU:0
aten::mul,129.5,1773303881867875.590	,1773303881867895.560	,1773303881867893.620	,19.970	,18.030	,20.3671875,98.0,20.3671875,20.24072265625,98.0,20.24072265625,47,NPU:0
aten::neg,4096.5,1773303881867946.370	,1773303881868043.660	,1773303881868042.180	,97.290	,95.810	,24.20947265625,98.0,24.20947265625,20.24072265625,98.0,20.24072265625,47,NPU:0
aten::sum,32.5,1773303881868003.340	,1773303881868085.230	,1773303881868082.750	,81.890	,79.410	,24.2412109375,98.0,24.2412109375,20.208984375,98.0,20.208984375,47,NPU:0
aten::sum,1.5,1773303881868017.340	,1773303881868037.050	,1773303881868034.460	,19.710	,17.120	,24.24267578125,98.0,24.24267578125,24.2412109375,98.0,24.2412109375,47,NPU:0
aten::empty,0.5,1773303881868329.990	,1773303881868420.790	,1773303881868418.350	,90.800	,88.360	,16.17724609375,98.0,16.17724609375,16.20849609375,98.0,16.20849609375,47,NPU:0
aten::where,32.5,1773303881868389.250	,1773303881868520.330	,1773303881868518.250	,131.080	,129.000	,16.208984375,98.0,16.208984375,16.12890625,98.0,16.12890625,47,NPU:0
